Production_ID,Date,Shift,Machine_ID,Operator_ID,Production_Line,Planned_Time_mins,Downtime_Minutes,Operating_Time_mins,Total_Pieces,Defective_Pieces,Ideal_Cycle_Time_mins_per_piece,Failure_Flag,Failure_ID,Air_Temperature_K,Process_Temperature_K,Humidity_Percentage,Energy_Consumption_kWh,Target_Production,Actual_Production,Overtime_Minutes
PROD01510,2024-06-12,Morning,M006,OP009,Line 1,480,9,471,1384,27,0.3,0,F000,303.0,313.74,48.8,28.6,1440,1384,8
PROD01511,2024-06-12,Afternoon,M006,OP014,Line 1,480,12,468,1402,28,0.3,0,F000,305.13,319.17,53.0,43.41,1440,1402,5
PROD01512,2024-06-12,Night,M006,OP009,Line 1,480,16,464,1465,43,0.3,0,F000,298.9,312.98,42.4,44.03,1440,1465,0
PROD01513,2024-06-13,Morning,M006,OP006,Line 1,480,7,473,1557,31,0.3,0,F000,303.72,313.4,59.2,46.59,1440,1557,0
PROD01514,2024-06-13,Afternoon,M006,OP016,Line 1,480,11,469,1449,28,0.3,0,F000,305.0,317.98,67.0,34.74,1440,1449,0
PROD01515,2024-06-13,Night,M006,OP017,Line 1,480,16,464,1320,39,0.3,0,F000,302.71,316.71,64.8,32.56,1440,1320,18
PROD01516,2024-06-17,Morning,M006,OP019,Line 1,480,9,471,1450,29,0.3,0,F000,303.63,314.67,73.0,43.3,1440,1450,0
PROD01517,2024-06-17,Afternoon,M006,OP014,Line 1,480,8,472,1491,29,0.3,0,F000,302.59,313.44,60.1,43.22,1440,1491,0
PROD01518,2024-06-17,Night,M006,OP010,Line 1,480,14,466,1434,43,0.3,0,F000,300.74,310.36,47.6,38.85,1440,1434,0
PROD01519,2024-06-18,Morning,M006,OP015,Line 1,480,13,467,1491,29,0.3,0,F000,298.06,308.82,35.2,31.84,1440,1491,0
PROD01520,2024-06-18,Afternoon,M006,OP014,Line 1,480,0,480,1324,26,0.3,0,F000,296.56,305.09,67.1,38.71,1440,1324,17
PROD01521,2024-06-18,Night,M006,OP004,Line 1,480,63,417,1291,150,0.3,1,F006,299.21,314.13,43.5,36.55,1440,1291,22
PROD01522,2024-06-25,Morning,M006,OP014,Line 1,480,15,465,1373,27,0.3,0,F000,299.43,312.51,42.1,39.96,1440,1373,10
PROD01523,2024-06-25,Afternoon,M006,OP014,Line 1,480,9,471,1540,30,0.3,0,F000,301.57,314.82,45.3,40.52,1440,1540,0
PROD01524,2024-06-25,Night,M006,OP018,Line 1,480,6,474,1491,44,0.3,0,F000,300.21,310.74,65.6,33.47,1440,1491,0
PROD01525,2024-06-26,Morning,M006,OP009,Line 1,480,2,478,1348,26,0.3,0,F000,305.1,319.78,37.6,43.26,1440,1348,13
PROD01526,2024-06-26,Afternoon,M006,OP004,Line 1,480,3,477,1425,28,0.3,0,F000,304.88,313.73,65.6,43.36,1440,1425,2
PROD01527,2024-06-26,Night,M006,OP001,Line 1,480,9,471,1497,44,0.3,0,F000,299.18,308.41,67.3,38.28,1440,1497,0
PROD01528,2024-07-01,Morning,M006,,Line 1,480,9,471,1546,30,0.3,0,F000,301.04,314.41,74.7,30.77,1440,1546,0
PROD01529,2024-07-01,Afternoon,M006,OP017,Line 1,480,8,472,1417,28,0.3,0,F000,303.77,311.98,69.1,43.23,1440,1417,3
PROD01530,2024-07-01,Night,M006,OP008,Line 1,480,6,474,1340,40,0.3,0,F000,298.07,310.42,54.3,39.33,1440,1340,15
PROD01531,2024-07-05,Morning,M006,OP007,Line 1,480,15,465,1476,29,0.3,0,F000,296.89,307.15,49.8,44.69,1440,1476,0
PROD01532,2024-07-05,Afternoon,M006,OP015,Line 1,480,48,432,1343,167,0.3,1,F003,298.83,309.2,65.0,25.91,1440,1343,14
PROD01533,2024-07-05,Night,M006,OP011,Line 1,480,13,467,1433,42,0.3,0,F000,298.62,307.57,54.8,46.84,1440,1433,1
PROD01534,2024-07-06,Morning,M006,OP002,Line 1,480,12,468,1487,29,0.3,0,F000,299.44,311.91,44.8,37.93,1440,1487,0
PROD01535,2024-07-06,Afternoon,M006,OP014,Line 1,480,2,478,1387,27,0.3,0,F000,301.59,311.4,50.2,30.96,1440,1387,7
PROD01536,2024-07-06,Night,M006,OP010,Line 1,480,17,463,1360,40,0.3,0,F000,299.64,311.13,64.5,35.0,1440,1360,12
PROD01537,2024-07-09,Morning,M006,OP011,Line 1,480,10,470,1515,30,0.3,0,F000,303.7,317.66,49.5,29.39,1440,1515,0
PROD01538,2024-07-09,Afternoon,M006,OP018,Line 1,480,3,477,1459,29,0.3,0,F000,298.3,310.38,38.2,28.84,1440,1459,0
PROD01539,2024-07-09,Night,M006,OP004,Line 1,480,14,466,1294,38,0.3,0,F000,298.38,312.47,56.8,45.01,1440,1294,21
PROD01540,2024-07-10,Morning,M006,OP002,Line 1,480,11,469,1292,25,0.3,0,F000,293.17,307.6,51.8,40.34,1440,1292,22
PROD01541,2024-07-10,Afternoon,M006,OP006,Line 1,480,3,477,1559,31,0.3,0,F000,306.32,314.62,67.4,35.92,1440,1559,0
PROD01542,2024-07-10,Night,M006,OP004,Line 1,480,8,472,1502,45,0.3,0,F000,300.16,308.73,41.7,40.41,1440,1502,0
PROD01543,2024-07-11,Morning,M006,OP001,Line 1,480,1,479,1367,27,0.3,0,F000,299.53,314.23,69.6,38.13,1440,1367,10
PROD01544,2024-07-11,Afternoon,M006,OP014,Line 1,480,13,467,1428,28,0.3,0,F000,298.24,311.35,68.7,36.97,1440,1428,1
PROD01545,2024-07-11,Night,M006,OP008,Line 1,480,10,470,1335,40,0.3,0,F000,297.29,308.12,58.6,45.37,1440,1335,15
PROD01546,2024-07-13,Morning,M006,OP019,Line 1,480,14,466,1460,29,0.3,0,F000,299.52,309.3,59.2,27.35,1440,1460,0
PROD01547,2024-07-13,Afternoon,M006,OP008,Line 1,480,5,475,1332,26,0.3,0,F000,301.72,310.56,61.8,30.37,1440,1332,16
PROD01548,2024-07-13,Night,M006,OP007,Line 1,480,11,469,1463,43,0.3,0,F000,303.93,312.86,43.7,46.27,1440,1463,0
PROD01549,2024-07-31,Morning,M006,OP011,Line 1,480,12,468,1282,25,0.3,0,F000,301.6,310.61,64.0,42.84,1440,1282,23
PROD01550,2024-07-31,Afternoon,M006,OP013,Line 1,480,6,474,1434,28,0.3,0,F000,301.27,311.2,61.5,44.65,1440,1434,0
PROD01551,2024-07-31,Night,M006,OP006,Line 1,480,13,467,1502,45,0.3,0,F000,298.18,312.82,52.5,32.32,1440,1502,0
PROD01552,2024-08-01,Morning,M006,OP005,Line 1,480,14,466,1289,25,0.3,0,F000,297.03,308.24,46.6,35.47,1440,1289,22
PROD01553,2024-08-01,Afternoon,M006,OP007,Line 1,480,4,476,1507,30,0.3,0,F000,294.98,303.44,53.2,33.82,1440,1507,0
PROD01554,2024-08-01,Night,M006,OP001,Line 1,480,5,475,1426,42,0.3,0,F000,300.85,311.58,41.4,32.17,1440,1426,2
PROD01555,2024-08-03,Morning,M006,OP009,Line 1,480,9,471,1390,27,0.3,0,F000,303.79,316.28,40.8,32.84,1440,1390,7
PROD01556,2024-08-03,Afternoon,M006,OP004,Line 1,480,5,475,1475,29,0.3,0,F000,299.68,313.28,64.9,28.18,1440,1475,0
PROD01557,2024-08-03,Night,M006,OP006,Line 1,480,5,475,1515,45,0.3,0,F000,300.22,312.11,59.5,43.59,1440,1515,0
PROD01558,2024-08-07,Morning,M006,OP019,Line 1,480,17,463,1266,25,0.3,0,F000,295.55,310.26,48.1,40.56,1440,1266,26
PROD01559,2024-08-07,Afternoon,M006,OP013,Line 1,480,7,473,1342,26,0.3,0,F000,299.48,310.45,62.8,33.03,1440,1342,14
PROD01560,2024-08-07,Night,M006,OP011,Line 1,480,16,464,1416,42,0.3,0,F000,295.24,305.74,50.2,39.44,1440,1416,3
PROD01561,2024-08-12,Morning,M006,OP019,Line 1,480,5,475,1424,28,0.3,0,F000,300.15,309.74,73.3,28.08,1440,1424,2
PROD01562,2024-08-12,Afternoon,M006,OP018,Line 1,480,4,476,1534,30,0.3,0,F000,302.7,312.13,51.5,47.56,1440,1534,0
PROD01563,2024-08-12,Night,M006,OP019,Line 1,480,3,477,1503,45,0.3,0,F000,300.27,310.07,71.7,36.02,1440,1503,0
PROD01564,2024-08-13,Morning,M006,OP020,Line 1,480,14,466,1298,25,0.3,0,F000,301.33,315.79,59.5,29.16,1440,1298,21
PROD01565,2024-08-13,Afternoon,M006,OP016,Line 1,480,9,471,1490,29,0.3,0,F000,304.41,316.2,61.3,41.21,1440,1490,0
PROD01566,2024-08-13,Night,M006,OP009,Line 1,480,4,476,1411,42,0.3,0,F000,301.26,311.58,38.5,39.4,1440,1411,4
PROD01567,2024-08-14,Morning,M006,OP006,Line 1,480,50,430,1262,169,0.3,1,F006,299.77,308.45,60.1,26.04,1440,1262,26
PROD01568,2024-08-14,Afternoon,M006,OP002,Line 1,480,4,476,1312,26,0.3,0,F000,299.34,308.6,68.1,31.73,1440,1312,19
PROD01569,2024-08-14,Night,M006,OP014,Line 1,480,4,476,1336,40,0.3,0,F000,304.88,314.31,60.1,45.27,1440,1336,15
PROD01570,2024-08-15,Morning,M006,OP014,Line 1,480,2,478,1550,31,0.3,0,F000,304.47,315.79,35.3,35.37,1440,1550,0
PROD01571,2024-08-15,Afternoon,M006,OP018,Line 1,480,11,469,1337,26,0.3,0,F000,300.82,310.42,67.5,32.72,1440,1337,15
PROD01572,2024-08-15,Night,M006,OP015,Line 1,480,8,472,1530,45,0.3,0,F000,301.18,313.32,73.5,39.15,1440,1530,0
PROD01573,2024-09-06,Morning,M006,OP009,Line 1,480,19,461,1398,27,0.3,0,F000,293.22,304.19,59.4,42.38,1440,1398,6
PROD01574,2024-09-06,Afternoon,M006,OP015,Line 1,480,15,465,1481,29,0.3,0,F000,296.95,310.8,42.9,33.11,1440,1481,0
PROD01575,2024-09-06,Night,M006,OP016,Line 1,480,13,467,1306,39,0.3,0,F000,297.8,307.41,63.0,45.84,1440,1306,20
PROD01576,2024-09-07,Morning,M006,OP005,Line 1,480,9,471,1477,29,0.3,0,F000,293.94,307.66,37.1,31.17,1440,1477,0
PROD01577,2024-09-07,Afternoon,M006,OP009,Line 1,480,2,478,1538,30,0.3,0,F000,298.87,310.64,38.3,38.36,1440,1538,0
PROD01578,2024-09-07,Night,M006,OP008,Line 1,480,3,477,1351,40,0.3,0,F000,299.68,310.67,69.0,31.96,1440,1351,13
PROD01579,2024-09-09,Morning,M006,OP009,Line 1,480,2,478,1346,26,0.3,0,F000,297.06,309.5,38.2,43.05,1440,1346,14
PROD01580,2024-09-09,Afternoon,M006,OP001,Line 1,480,5,475,1306,26,0.3,0,F000,301.11,309.19,36.1,40.91,1440,1306,20
PROD01581,2024-09-09,Night,M006,OP018,Line 1,480,4,476,1500,45,0.3,0,F000,299.2,312.02,54.2,43.79,1440,1500,0
PROD01582,2024-09-16,Morning,M006,OP013,Line 1,480,2,478,1477,29,0.3,0,F000,299.06,313.84,36.0,30.89,1440,1477,0
PROD01583,2024-09-16,Afternoon,M006,OP018,Line 1,480,12,468,1412,28,0.3,0,F000,299.38,308.49,56.8,30.38,1440,1412,4
PROD01584,2024-09-16,Night,M006,OP002,Line 1,480,7,473,1536,46,0.3,0,F000,302.42,310.96,42.0,42.73,1440,1536,0
PROD01585,2024-09-20,Morning,M006,OP011,Line 1,480,7,473,1428,28,0.3,0,F000,299.12,307.46,61.5,45.14,1440,1428,1
PROD01586,2024-09-20,Afternoon,M006,OP009,Line 1,480,10,470,1357,27,0.3,0,F000,300.18,309.23,50.1,29.96,1440,1357,12
PROD01587,2024-09-20,Night,M006,OP002,Line 1,480,18,462,1359,40,0.3,0,F000,302.46,311.65,58.1,41.26,1440,1359,12
PROD01588,2024-09-21,Morning,M006,OP001,Line 1,480,2,478,1362,27,0.3,0,F000,300.78,311.65,69.2,39.03,1440,1362,11
PROD01589,2024-09-21,Afternoon,M006,OP013,Line 1,480,11,469,1534,30,0.3,0,F000,302.27,311.15,37.4,43.24,1440,1534,0
PROD01590,2024-09-21,Night,M006,OP006,Line 1,480,8,472,1527,45,0.3,0,F000,297.12,311.53,64.5,32.81,1440,1527,0
PROD01591,2024-09-23,Morning,M006,OP008,Line 1,480,7,473,1528,30,0.3,0,F000,300.01,313.04,42.5,40.45,1440,1528,0
PROD01592,2024-09-23,Afternoon,M006,OP010,Line 1,480,2,478,1494,29,0.3,0,F000,301.97,314.3,46.8,31.32,1440,1494,0
PROD01593,2024-09-23,Night,M006,OP010,Line 1,480,3,477,1369,41,0.3,0,F000,295.83,306.41,64.0,38.36,1440,1369,10
PROD01594,2024-09-27,Morning,M006,OP006,Line 1,480,5,475,1422,28,0.3,0,F000,302.3,310.59,50.6,46.5,1440,1422,2
PROD01595,2024-09-27,Afternoon,M006,OP006,Line 1,480,11,469,1482,29,0.3,0,F000,300.59,311.41,44.2,40.7,1440,1482,0
PROD01596,2024-09-27,Night,M006,OP009,Line 1,480,16,464,1507,45,0.3,0,F000,299.34,307.5,38.4,34.57,1440,1507,0
PROD01597,2024-09-28,Morning,M006,OP017,Line 1,480,7,473,1549,30,0.3,0,F000,293.44,301.6,44.0,29.82,1440,1549,0
PROD01598,2024-09-28,Afternoon,M006,OP011,Line 1,480,12,468,1352,27,0.3,0,F000,298.73,311.81,40.4,39.39,1440,1352,13
PROD01599,2024-09-28,Night,M006,OP019,Line 1,480,59,421,1387,159,0.3,1,F006,300.59,315.38,68.0,28.82,1440,1387,7
PROD01600,2024-10-04,Morning,M006,OP020,Line 1,480,10,470,1389,27,0.3,0,F000,302.01,311.56,40.7,29.51,1440,1389,7
PROD01601,2024-10-04,Afternoon,M006,OP016,Line 1,480,7,473,1527,30,0.3,0,F000,300.67,315.5,44.6,29.51,1440,1527,0
PROD01602,2024-10-04,Night,M006,OP003,Line 1,480,6,474,1382,41,0.3,0,F000,300.66,310.24,70.3,44.63,1440,1382,8
PROD01603,2024-10-11,Morning,M006,OP018,Line 1,480,9,471,1422,28,0.3,0,F000,300.14,310.87,53.5,37.42,1440,1422,2
PROD01604,2024-10-11,Afternoon,M006,OP019,Line 1,480,8,472,1292,25,0.3,0,F000,297.33,311.71,43.3,28.2,1440,1292,22
PROD01605,2024-10-11,Night,M006,OP016,Line 1,480,11,469,1311,39,0.3,0,F000,302.81,317.28,44.8,34.88,1440,1311,19
PROD01606,2024-10-15,Morning,M006,OP020,Line 1,480,5,475,1561,31,0.3,0,F000,302.91,311.75,64.0,35.97,1440,1561,0
PROD01607,2024-10-15,Afternoon,M006,OP019,Line 1,480,6,474,1459,29,0.3,0,F000,296.46,304.99,59.1,43.73,1440,1459,0
PROD01608,2024-10-15,Night,M006,OP014,Line 1,480,8,472,1350,40,0.3,0,F000,305.15,315.93,54.1,44.14,1440,1350,13
PROD01609,2024-10-16,Morning,M006,OP003,Line 1,480,12,468,1321,26,0.3,0,F000,300.87,309.91,44.6,32.81,1440,1321,17
PROD01610,2024-10-16,Afternoon,M006,OP002,Line 1,480,15,465,1454,29,0.3,0,F000,303.98,317.98,46.8,37.39,1440,1454,0
PROD01611,2024-10-16,Night,M006,OP004,Line 1,480,9,471,1495,44,0.3,0,F000,298.17,308.94,52.4,43.07,1440,1495,0
PROD01612,2024-10-22,Morning,M006,OP017,Line 1,480,3,477,1514,30,0.3,0,F000,302.98,311.11,36.7,31.72,1440,1514,0
PROD01613,2024-10-22,Afternoon,M006,OP007,Line 1,480,6,474,1402,28,0.3,0,F000,295.68,309.02,50.5,41.23,1440,1402,5
PROD01614,2024-10-22,Night,M006,OP006,Line 1,480,4,476,1359,40,0.3,0,F000,296.54,310.82,49.2,44.04,1440,1359,12
PROD01615,2024-10-28,Morning,M006,OP009,Line 1,480,3,477,1473,29,0.3,0,F000,294.93,307.44,40.7,32.06,1440,1473,0
PROD01616,2024-10-28,Afternoon,M006,OP007,Line 1,480,16,464,1298,25,0.3,0,F000,300.47,310.6,57.2,42.73,1440,1298,21
PROD01617,2024-10-28,Night,M006,OP020,Line 1,480,4,476,1533,45,0.3,0,F000,304.18,315.88,51.3,32.03,1440,1533,0
PROD01618,2024-10-29,Morning,M006,OP012,Line 1,480,2,478,1486,29,0.3,0,F000,297.45,308.61,62.8,39.96,1440,1486,0
PROD01619,2024-10-29,Afternoon,M006,OP006,Line 1,480,8,472,1307,26,0.3,0,F000,299.04,313.58,63.6,36.53,1440,1307,19
PROD01620,2024-10-29,Night,M006,OP010,Line 1,480,9,471,1440,43,0.3,0,F000,303.8,318.4,51.8,39.89,1440,1440,0
PROD01621,2024-11-02,Morning,M006,OP005,Line 1,480,9,471,1490,29,0.3,0,F000,299.89,313.22,69.2,29.36,1440,1490,0
PROD01622,2024-11-02,Afternoon,M006,OP001,Line 1,480,6,474,1398,27,0.3,0,F000,295.5,310.16,44.9,34.23,1440,1398,6
PROD01623,2024-11-02,Night,M006,OP008,Line 1,480,14,466,1423,42,0.3,0,F000,301.55,316.22,70.6,29.54,1440,1423,2
PROD01624,2024-11-05,Morning,M006,OP001,Line 1,480,3,477,1565,31,0.3,0,F000,294.29,305.12,57.4,46.5,1440,1565,0
PROD01625,2024-11-05,Afternoon,M006,OP010,Line 1,480,7,473,1398,27,0.3,0,F000,303.76,318.57,36.2,36.42,1440,1398,6
PROD01626,2024-11-05,Night,M006,OP008,Line 1,480,18,462,1322,39,0.3,0,F000,303.44,315.69,48.0,40.04,1440,1322,17
PROD01627,2024-11-06,Morning,M006,OP014,Line 1,480,8,472,1465,29,0.3,0,F000,299.48,313.21,46.4,27.69,1440,1465,0
PROD01628,2024-11-06,Afternoon,M006,OP005,Line 1,480,3,477,1342,26,0.3,0,F000,299.79,312.66,59.4,34.65,1440,1342,14
PROD01629,2024-11-06,Night,M006,OP003,Line 1,480,11,469,1426,42,0.3,0,F000,302.67,311.32,57.0,38.69,1440,1426,2
PROD01630,2024-11-08,Morning,M006,OP007,Line 1,480,4,476,1451,29,0.3,0,F000,303.51,317.17,38.9,44.32,1440,1451,0
PROD01631,2024-11-08,Afternoon,M006,OP019,Line 1,480,5,475,1388,27,0.3,0,F000,301.35,315.25,66.1,35.65,1440,1388,7
PROD01632,2024-11-08,Night,M006,OP016,Line 1,480,5,475,1435,43,0.3,0,F000,299.3,311.68,36.6,28.39,1440,1435,0
PROD01633,2024-11-09,Morning,M006,OP013,Line 1,480,0,480,1493,29,0.3,0,F000,295.95,310.3,50.6,47.97,1440,1493,0
PROD01634,2024-11-09,Afternoon,M006,OP002,Line 1,480,2,478,1487,29,0.3,0,F000,299.65,313.35,48.4,47.23,1440,1487,0
PROD01635,2024-11-09,Night,M006,OP014,Line 1,480,6,474,1310,39,0.3,0,F000,299.27,311.68,37.9,42.27,1440,1310,19
PROD01636,2024-11-12,Morning,M006,OP002,Line 1,480,13,467,1413,28,0.3,0,F000,299.02,313.12,73.0,39.94,1440,1413,4
PROD01637,2024-11-12,Afternoon,M006,OP015,Line 1,480,4,476,1375,27,0.3,0,F000,303.49,314.59,46.3,31.05,1440,1375,9
PROD01638,2024-11-12,Night,M006,OP003,Line 1,480,10,470,1487,44,0.3,0,F000,300.37,311.25,40.2,30.19,1440,1487,0
PROD01639,2024-11-14,Morning,M006,OP009,Line 1,480,7,473,1459,29,0.3,0,F000,297.08,305.41,41.4,41.48,1440,1459,0
PROD01640,2024-11-14,Afternoon,M006,OP011,Line 1,480,36,444,1279,251,0.3,1,F005,300.48,309.87,53.2,27.91,1440,1279,24
PROD01641,2024-11-14,Night,M006,OP006,Line 1,480,503,0,1324,39,0.3,0,F000,302.62,313.89,72.1,36.28,1440,1324,17
PROD01642,2024-11-15,Morning,M006,OP011,Line 1,480,2,478,1350,27,0.3,0,F000,298.47,309.13,43.8,36.32,1440,1350,13
PROD01643,2024-11-15,Afternoon,M006,OP009,Line 1,480,7,473,1445,28,0.3,0,F000,299.14,308.67,38.0,40.84,1440,1445,0
PROD01644,2024-11-15,Night,M006,OP002,Line 1,480,10,470,1329,39,0.3,0,F000,301.26,313.31,36.9,44.46,1440,1329,16
PROD01645,2024-11-26,Morning,M006,OP004,Line 1,480,3,477,1378,27,0.3,0,F000,302.2,311.63,45.0,29.89,1440,1378,9
PROD01646,2024-11-26,Afternoon,M006,OP006,Line 1,480,14,466,1469,29,0.3,0,F000,299.93,311.43,55.5,45.08,1440,1469,0
PROD01647,2024-11-26,Night,M006,OP006,Line 1,480,13,467,1512,45,0.3,0,F000,295.23,303.95,42.7,37.6,1440,1512,0
PROD01648,2024-11-29,Morning,M006,OP008,Line 1,480,5,475,1521,30,0.3,0,F000,297.02,310.51,62.5,36.46,1440,1521,0
PROD01649,2024-11-29,Afternoon,M006,OP015,Line 1,480,8,472,1524,30,0.3,0,F000,301.08,313.85,47.7,28.19,1440,1524,0
PROD01650,2024-11-29,Night,M006,OP004,Line 1,480,1,479,1521,45,0.3,0,F000,298.47,310.59,63.8,36.51,1440,1521,0
PROD01651,2024-11-30,Morning,M006,OP012,Line 1,480,10,470,1391,27,0.3,0,F000,302.04,312.88,66.2,30.46,1440,1391,7
PROD01652,2024-11-30,Afternoon,M006,OP006,Line 1,480,6,474,1334,26,0.3,0,F000,299.17,311.78,41.8,32.15,1440,1334,15
PROD01653,2024-11-30,Night,M006,OP019,Line 1,480,6,474,1530,45,0.3,0,F000,296.54,308.31,52.9,29.79,1440,1530,0
PROD01654,2024-12-05,Morning,M006,OP013,Line 1,480,2,478,1482,29,0.3,0,F000,303.88,318.44,37.9,39.27,1440,1482,0
PROD01655,2024-12-05,Afternoon,M006,OP018,Line 1,480,11,469,1535,30,0.3,0,F000,296.53,309.3,44.4,39.7,1440,1535,0
PROD01656,2024-12-05,Night,M006,OP008,Line 1,480,16,464,1301,39,0.3,0,F000,298.69,313.12,69.0,42.81,1440,1301,20
PROD01657,2024-12-10,Morning,M006,OP011,Line 1,480,8,472,1550,31,0.3,0,F000,296.25,307.8,46.7,30.24,1440,1550,0
PROD01658,2024-12-10,Afternoon,M006,OP017,Line 1,480,9,471,1435,28,0.3,0,F000,297.34,305.8,38.4,34.42,1440,1435,0
PROD01659,2024-12-10,Night,M006,OP013,Line 1,480,12,468,1521,45,0.3,0,F000,298.91,309.41,42.2,44.91,1440,1521,0
PROD01660,2024-12-11,Morning,M006,OP003,Line 1,480,8,472,1549,30,0.3,0,F000,296.95,306.26,72.4,36.52,1440,1549,0
PROD01661,2024-12-11,Afternoon,M006,OP014,Line 1,480,2,478,1476,29,0.3,0,F000,303.46,315.19,50.4,30.9,1440,1476,0
PROD01662,2024-12-11,Night,M006,OP002,Line 1,480,10,470,1325,39,0.3,0,F000,299.42,313.26,47.8,38.85,1440,1325,17
PROD01663,2024-12-12,Morning,M006,OP001,Line 1,480,8,472,1472,29,0.3,0,F000,304.31,317.09,66.7,34.92,1440,1472,0
PROD01664,2024-12-12,Afternoon,M006,OP002,Line 1,480,13,467,1475,29,0.3,0,F000,300.02,310.75,64.1,33.88,1440,1475,0
PROD01665,2024-12-12,Night,M006,OP013,Line 1,480,81,399,1294,130,0.3,1,F001,299.87,309.75,42.3,33.09,1440,1294,21
PROD01666,2024-12-14,Morning,M006,OP018,Line 1,480,6,474,1514,30,0.3,0,F000,294.13,304.19,60.5,40.23,1440,1514,0
PROD01667,2024-12-14,Afternoon,M006,OP004,Line 1,480,13,467,1484,29,0.3,0,F000,301.03,315.61,56.8,44.98,1440,1484,0
PROD01668,2024-12-14,Night,M006,OP016,Line 1,480,4,476,1321,39,0.3,0,F000,298.14,310.9,48.1,38.39,1440,1321,17
PROD01669,2024-12-18,Morning,M006,OP020,Line 1,480,15,465,1373,27,0.3,0,F000,301.81,316.43,43.9,40.77,1440,1373,10
PROD01670,2024-12-18,Afternoon,M006,OP012,Line 1,480,6,474,1355,27,0.3,0,F000,299.64,314.58,55.2,38.79,1440,1355,12
PROD01671,2024-12-18,Night,M006,OP009,Line 1,480,54,426,1227,155,0.3,1,F006,301.56,313.83,65.2,39.2,1440,1227,31
PROD01672,2024-12-24,Morning,M006,OP004,Line 1,480,4,476,1469,29,0.3,0,F000,297.85,306.69,62.0,37.99,1440,1469,0
PROD01673,2024-12-24,Afternoon,M006,OP012,Line 1,480,9,471,1331,26,0.3,0,F000,301.78,312.12,44.4,43.13,1440,1331,16
PROD01674,2024-12-24,Night,M006,OP006,Line 1,480,5,475,1385,41,0.3,0,F000,305.39,316.57,48.1,34.24,1440,1385,8
PROD01675,2024-01-02,Morning,M007,OP004,Line 2,480,9,471,1407,28,0.3077,0,F000,300.84,310.49,60.7,43.86,1404,1407,0
PROD01676,2024-01-02,Afternoon,M007,OP014,Line 2,480,13,467,1261,25,0.3077,0,F000,299.19,307.23,48.6,28.04,1404,1261,22
PROD01677,2024-01-02,Night,M007,OP016,Line 2,480,4,476,1294,38,0.3077,0,F000,298.08,309.75,50.3,39.48,1404,1294,16
PROD01678,2024-01-04,Morning,M007,OP010,Line 2,480,16,464,1412,28,0.3077,0,F000,305.53,320.09,51.9,44.73,1404,1412,0
PROD01679,2024-01-04,Afternoon,M007,OP003,Line 2,480,3,477,1272,25,0.3077,0,F000,297.59,310.76,41.7,35.19,1404,1272,20
PROD01680,2024-01-04,Night,M007,OP003,Line 2,480,12,468,1291,38,0.3077,0,F000,302.69,314.49,67.7,41.8,1404,1291,17
PROD01681,2024-01-08,Morning,M007,OP017,Line 2,480,9,471,1483,29,0.3077,0,F000,297.42,309.79,37.4,42.13,1404,1483,0
PROD01682,2024-01-08,Afternoon,M007,OP016,Line 2,480,5,475,1307,26,0.3077,0,F000,296.67,309.69,53.5,28.24,1404,1307,14
PROD01683,2024-01-08,Night,M007,OP018,Line 2,480,10,470,1424,42,0.3077,0,F000,300.84,311.29,53.6,32.71,1404,1424,0
PROD01684,2024-01-10,Morning,M007,OP017,Line 2,480,7,473,1359,27,0.3077,0,F000,301.7,315.74,72.7,34.11,1404,1359,6
PROD01685,2024-01-10,Afternoon,M007,OP015,Line 2,480,13,467,1435,28,0.3077,0,F000,296.75,306.44,39.1,28.51,1404,1435,0
PROD01686,2024-01-10,Night,M007,OP007,Line 2,480,9,471,1300,39,0.3077,0,F000,302.96,314.16,43.6,36.32,1404,1300,16
PROD01687,2024-01-12,Morning,M007,OP020,Line 2,480,9,471,1506,30,0.3077,0,F000,306.6,316.88,41.9,38.93,1404,1506,0
PROD01688,2024-01-12,Afternoon,M007,OP003,Line 2,480,6,474,1307,26,0.3077,0,F000,298.16,306.87,52.1,34.22,1404,1307,14
PROD01689,2024-01-12,Night,M007,OP018,Line 2,480,4,476,1412,42,0.3077,0,F000,300.15,312.72,63.1,32.68,1404,1412,0
PROD01690,2024-01-22,Morning,M007,OP016,Line 2,480,8,472,1337,26,0.3077,0,F000,301.8,312.73,54.6,40.35,1404,1337,10
PROD01691,2024-01-22,Afternoon,M007,OP020,Line 2,480,12,468,1321,26,0.3077,0,F000,303.65,313.48,45.2,43.32,1404,1321,12
PROD01692,2024-01-22,Night,M007,OP019,Line 2,480,3,477,1506,45,0.3077,0,F000,298.61,310.84,68.9,39.42,1404,1506,0
PROD01693,2024-01-25,Morning,M007,OP016,Line 2,480,2,478,1288,25,0.3077,0,F000,300.14,311.42,56.1,37.82,1404,1288,17
PROD01694,2024-01-25,Afternoon,M007,OP001,Line 2,480,12,468,1282,25,0.3077,0,F000,306.45,321.11,72.8,37.54,1404,1282,18
PROD01695,2024-01-25,Night,M007,OP002,Line 2,480,11,469,1275,38,0.3077,0,F000,300.81,314.34,69.5,38.18,1404,1275,19
PROD01696,2024-01-27,Morning,M007,OP019,Line 2,480,8,472,1415,28,0.3077,0,F000,297.09,311.67,70.4,37.85,1404,1415,0
PROD01697,2024-01-27,Afternoon,M007,OP002,Line 2,480,10,470,1432,28,0.3077,0,F000,298.92,311.59,49.3,32.2,1404,1432,0
