Product ID,Type,Factory_ID
L52032,L,Factory_B_Alex
L52033,L,Factory_C_Giza
L52034,L,Factory_C_Giza
L52035,L,Factory_C_Giza
M19716,M,Factory_B_Alex
L52037,L,Factory_C_Giza
L52038,L,Factory_C_Giza
L52039,L,Factory_B_Alex
M19720,M,Factory_C_Giza
L52041,L,Factory_B_Alex
L52042,L,Factory_C_Giza
M19723,M,Factory_A_Cairo
L52044,L,Factory_A_Cairo
M19725,M,Factory_C_Giza
L52046,L,Factory_A_Cairo
L52047,L,Factory_B_Alex
L52048,L,Factory_A_Cairo
L52049,L,Factory_C_Giza
M19730,M,Factory_C_Giza
L52051,L,Factory_B_Alex
L52052,L,Factory_C_Giza
M19733,M,Factory_B_Alex
L52054,L,Factory_A_Cairo
L52055,L,Factory_A_Cairo
M19736,M,Factory_B_Alex
M19737,M,Factory_B_Alex
L52058,L,Factory_C_Giza
H34293,H,Factory_A_Cairo
M19740,M,Factory_B_Alex
M19741,M,Factory_A_Cairo
L52062,L,Factory_B_Alex
M19743,M,Factory_A_Cairo
H34298,H,Factory_C_Giza
H34299,H,Factory_A_Cairo
L52066,L,Factory_A_Cairo
L52067,L,Factory_A_Cairo
L52068,L,Factory_A_Cairo
L52069,L,Factory_A_Cairo
L52070,L,Factory_C_Giza
M19751,M,Factory_B_Alex
L52072,L,Factory_A_Cairo
M19753,M,Factory_C_Giza
H34308,H,Factory_A_Cairo
M19755,M,Factory_A_Cairo
M19756,M,Factory_B_Alex
H34311,H,Factory_A_Cairo
H34312,H,Factory_C_Giza
L52079,L,Factory_C_Giza
L52080,L,Factory_B_Alex
M19761,M,Factory_A_Cairo
L52082,L,Factory_C_Giza
L52083,L,Factory_A_Cairo
H34318,H,Factory_A_Cairo
L52085,L,Factory_A_Cairo
H34320,H,Factory_B_Alex
M19767,M,Factory_A_Cairo
M19768,M,Factory_C_Giza
L52089,L,Factory_A_Cairo
M19770,M,Factory_C_Giza
L52091,L,Factory_A_Cairo
L52092,L,Factory_C_Giza
M19773,M,Factory_C_Giza
M19774,M,Factory_A_Cairo
H34329,H,Factory_A_Cairo
H34330,H,Factory_C_Giza
M19777,M,Factory_B_Alex
L52098,L,Factory_A_Cairo
L52099,L,Factory_B_Alex
L52100,L,Factory_A_Cairo
L52101,L,Factory_A_Cairo
M19782,M,Factory_A_Cairo
M19783,M,Factory_A_Cairo
H34338,H,Factory_B_Alex
L52105,L,Factory_A_Cairo
L52106,L,Factory_C_Giza
M19787,M,Factory_C_Giza
L52108,L,Factory_B_Alex
L52109,L,Factory_A_Cairo
L52110,L,Factory_C_Giza
M19791,M,Factory_B_Alex
L52112,L,Factory_A_Cairo
H34347,H,Factory_C_Giza
L52114,L,Factory_C_Giza
L52115,L,Factory_B_Alex
L52116,L,Factory_A_Cairo
L52117,L,Factory_A_Cairo
M19798,M,Factory_C_Giza
L52119,L,Factory_C_Giza
L52120,L,Factory_C_Giza
M19801,M,Factory_A_Cairo
L52122,L,Factory_B_Alex
H34357,H,Factory_B_Alex
M19804,M,Factory_A_Cairo
L52125,L,Factory_B_Alex
M19806,M,Factory_C_Giza
L52127,L,Factory_B_Alex
M19808,M,Factory_B_Alex
M19809,M,Factory_B_Alex
M19810,M,Factory_C_Giza
L52131,L,Factory_A_Cairo
M19812,M,Factory_C_Giza
L52133,L,Factory_A_Cairo
L52134,L,Factory_A_Cairo
M19815,M,Factory_A_Cairo
M19816,M,Factory_B_Alex
M19817,M,Factory_B_Alex
L52138,L,Factory_A_Cairo
L52139,L,Factory_A_Cairo
L52140,L,Factory_B_Alex
L52141,L,Factory_C_Giza
M19822,M,Factory_A_Cairo
L52143,L,Factory_C_Giza
L52144,L,Factory_B_Alex
M19825,M,Factory_A_Cairo
L52146,L,Factory_C_Giza
L52147,L,Factory_C_Giza
M19828,M,Factory_C_Giza
L52149,L,Factory_B_Alex
L52150,L,Factory_B_Alex
L52151,L,Factory_C_Giza
H34386,H,Factory_C_Giza
L52153,L,Factory_B_Alex
L52154,L,Factory_C_Giza
L52155,L,Factory_C_Giza
L52156,L,Factory_B_Alex
L52157,L,Factory_C_Giza
L52158,L,Factory_C_Giza
M19839,M,Factory_C_Giza
M19840,M,Factory_B_Alex
M19841,M,Factory_C_Giza
L52162,L,Factory_B_Alex
L52163,L,Factory_B_Alex
L52164,L,Factory_A_Cairo
M19845,M,Factory_A_Cairo
L52166,L,Factory_C_Giza
M19847,M,Factory_B_Alex
L52168,L,Factory_A_Cairo
L52169,L,Factory_C_Giza
L52170,L,Factory_A_Cairo
M19851,M,Factory_A_Cairo
L52172,L,Factory_B_Alex
L52173,L,Factory_B_Alex
M19854,M,Factory_A_Cairo
L52175,L,Factory_A_Cairo
M19856,M,Factory_B_Alex
M19857,M,Factory_C_Giza
M19858,M,Factory_B_Alex
M19859,M,Factory_A_Cairo
L52180,L,Factory_C_Giza
M19861,M,Factory_A_Cairo
L52182,L,Factory_C_Giza
L52183,L,Factory_A_Cairo
L52184,L,Factory_C_Giza
M19865,M,Factory_C_Giza
M19866,M,Factory_A_Cairo
L52187,L,Factory_C_Giza
H34422,H,Factory_B_Alex
L52189,L,Factory_A_Cairo
L52190,L,Factory_B_Alex
M19871,M,Factory_A_Cairo
M19872,M,Factory_C_Giza
M19873,M,Factory_C_Giza
L52194,L,Factory_C_Giza
L52195,L,Factory_A_Cairo
L52196,L,Factory_B_Alex
L52197,L,Factory_B_Alex
M19878,M,Factory_A_Cairo
M19879,M,Factory_A_Cairo
L52200,L,Factory_B_Alex
L52201,L,Factory_B_Alex
L52202,L,Factory_B_Alex
M19883,M,Factory_B_Alex
L52204,L,Factory_A_Cairo
M19885,M,Factory_A_Cairo
L52206,L,Factory_C_Giza
L52207,L,Factory_B_Alex
M19888,M,Factory_C_Giza
M19889,M,Factory_A_Cairo
M19890,M,Factory_A_Cairo
M19891,M,Factory_C_Giza
M19892,M,Factory_B_Alex
L52213,L,Factory_B_Alex
M19894,M,Factory_B_Alex
M19895,M,Factory_B_Alex
L52216,L,Factory_C_Giza
M19897,M,Factory_C_Giza
L52218,L,Factory_A_Cairo
H34453,H,Factory_B_Alex
H34454,H,Factory_B_Alex
L52221,L,Factory_B_Alex
L52222,L,Factory_C_Giza
L52223,L,Factory_B_Alex
L52224,L,Factory_C_Giza
M19905,M,Factory_B_Alex
M19906,M,Factory_B_Alex
M19907,M,Factory_A_Cairo
H34462,H,Factory_B_Alex
H34463,H,Factory_B_Alex
H34464,H,Factory_A_Cairo
L52231,L,Factory_C_Giza
L52232,L,Factory_C_Giza
L52233,L,Factory_B_Alex
L52234,L,Factory_C_Giza
H34469,H,Factory_B_Alex
M19916,M,Factory_A_Cairo
L52237,L,Factory_A_Cairo
L52238,L,Factory_B_Alex
L52239,L,Factory_A_Cairo
L52240,L,Factory_A_Cairo
L52241,L,Factory_B_Alex
L52242,L,Factory_B_Alex
H34477,H,Factory_A_Cairo
L52244,L,Factory_C_Giza
L52245,L,Factory_C_Giza
L52246,L,Factory_B_Alex
M19927,M,Factory_B_Alex
M19928,M,Factory_C_Giza
M19929,M,Factory_A_Cairo
M19930,M,Factory_C_Giza
H34485,H,Factory_C_Giza
L52252,L,Factory_C_Giza
M19933,M,Factory_C_Giza
L52254,L,Factory_B_Alex
L52255,L,Factory_B_Alex
L52256,L,Factory_A_Cairo
L52257,L,Factory_A_Cairo
M19938,M,Factory_A_Cairo
M19939,M,Factory_A_Cairo
L52260,L,Factory_C_Giza
M19941,M,Factory_B_Alex
H34496,H,Factory_B_Alex
L52263,L,Factory_A_Cairo
L52264,L,Factory_A_Cairo
M19945,M,Factory_C_Giza
L52266,L,Factory_C_Giza
M19947,M,Factory_A_Cairo
L52268,L,Factory_B_Alex
M19949,M,Factory_B_Alex
M19950,M,Factory_B_Alex
L52271,L,Factory_A_Cairo
M19952,M,Factory_B_Alex
M19953,M,Factory_C_Giza
M19954,M,Factory_C_Giza
M19955,M,Factory_A_Cairo
H34510,H,Factory_C_Giza
L52277,L,Factory_A_Cairo
L52278,L,Factory_B_Alex
L52279,L,Factory_B_Alex
M19960,M,Factory_B_Alex
M19961,M,Factory_C_Giza
M19962,M,Factory_A_Cairo
L52283,L,Factory_B_Alex
L52284,L,Factory_A_Cairo
L52285,L,Factory_B_Alex
L52286,L,Factory_C_Giza
L52287,L,Factory_C_Giza
L52288,L,Factory_A_Cairo
M19969,M,Factory_C_Giza
M19970,M,Factory_C_Giza
L52291,L,Factory_A_Cairo
M19972,M,Factory_B_Alex
L52293,L,Factory_C_Giza
M19974,M,Factory_A_Cairo
M19975,M,Factory_C_Giza
L52296,L,Factory_C_Giza
L52297,L,Factory_C_Giza
M19978,M,Factory_C_Giza
L52299,L,Factory_A_Cairo
M19980,M,Factory_A_Cairo
L52301,L,Factory_A_Cairo
H34536,H,Factory_C_Giza
M19983,M,Factory_C_Giza
M19984,M,Factory_C_Giza
M19985,M,Factory_A_Cairo
L52306,L,Factory_C_Giza
M19987,M,Factory_B_Alex
L52308,L,Factory_C_Giza
M19989,M,Factory_B_Alex
L52310,L,Factory_C_Giza
L52311,L,Factory_A_Cairo
L52312,L,Factory_C_Giza
L52313,L,Factory_B_Alex
L52314,L,Factory_B_Alex
L52315,L,Factory_C_Giza
L52316,L,Factory_B_Alex
L52317,L,Factory_B_Alex
M19998,M,Factory_A_Cairo
M19999,M,Factory_C_Giza
M20000,M,Factory_C_Giza
L52321,L,Factory_C_Giza
L52322,L,Factory_B_Alex
M20003,M,Factory_C_Giza
L52324,L,Factory_C_Giza
L52325,L,Factory_A_Cairo
L52326,L,Factory_A_Cairo
L52327,L,Factory_A_Cairo
L52328,L,Factory_B_Alex
L52329,L,Factory_C_Giza
L52330,L,Factory_A_Cairo
L52331,L,Factory_A_Cairo
L52332,L,Factory_A_Cairo
L52333,L,Factory_C_Giza
L52334,L,Factory_C_Giza
H34569,H,Factory_C_Giza
L52336,L,Factory_B_Alex
H34571,H,Factory_B_Alex
L52338,L,Factory_A_Cairo
L52339,L,Factory_C_Giza
L52340,L,Factory_A_Cairo
M20021,M,Factory_C_Giza
L52342,L,Factory_C_Giza
M20023,M,Factory_C_Giza
M20024,M,Factory_B_Alex
L52345,L,Factory_B_Alex
H34580,H,Factory_C_Giza
L52347,L,Factory_A_Cairo
H34582,H,Factory_C_Giza
L52349,L,Factory_C_Giza
M20030,M,Factory_A_Cairo
M20031,M,Factory_C_Giza
L52352,L,Factory_A_Cairo
M20033,M,Factory_B_Alex
M20034,M,Factory_B_Alex
L52355,L,Factory_A_Cairo
M20036,M,Factory_B_Alex
H34591,H,Factory_B_Alex
H34592,H,Factory_A_Cairo
M20039,M,Factory_B_Alex
L52360,L,Factory_C_Giza
L52361,L,Factory_C_Giza
L52362,L,Factory_A_Cairo
M20043,M,Factory_B_Alex
L52364,L,Factory_C_Giza
L52365,L,Factory_C_Giza
L52366,L,Factory_B_Alex
L52367,L,Factory_B_Alex
L52368,L,Factory_C_Giza
M20049,M,Factory_C_Giza
L52370,L,Factory_A_Cairo
L52371,L,Factory_A_Cairo
L52372,L,Factory_C_Giza
H34607,H,Factory_A_Cairo
M20054,M,Factory_C_Giza
L52375,L,Factory_C_Giza
H34610,H,Factory_A_Cairo
H34611,H,Factory_A_Cairo
L52378,L,Factory_B_Alex
L52379,L,Factory_B_Alex
L52380,L,Factory_B_Alex
M20061,M,Factory_C_Giza
L52382,L,Factory_A_Cairo
M20063,M,Factory_C_Giza
L52384,L,Factory_A_Cairo
L52385,L,Factory_C_Giza
H34620,H,Factory_B_Alex
M20067,M,Factory_B_Alex
L52388,L,Factory_B_Alex
M20069,M,Factory_C_Giza
L52390,L,Factory_A_Cairo
L52391,L,Factory_A_Cairo
L52392,L,Factory_B_Alex
M20073,M,Factory_B_Alex
L52394,L,Factory_B_Alex
M20075,M,Factory_B_Alex
M20076,M,Factory_A_Cairo
M20077,M,Factory_C_Giza
L52398,L,Factory_C_Giza
L52399,L,Factory_C_Giza
L52400,L,Factory_C_Giza
L52401,L,Factory_B_Alex
L52402,L,Factory_B_Alex
M20083,M,Factory_B_Alex
L52404,L,Factory_C_Giza
M20085,M,Factory_B_Alex
L52406,L,Factory_B_Alex
L52407,L,Factory_A_Cairo
M20088,M,Factory_A_Cairo
H34643,H,Factory_B_Alex
M20090,M,Factory_A_Cairo
L52411,L,Factory_A_Cairo
L52412,L,Factory_B_Alex
L52413,L,Factory_B_Alex
L52414,L,Factory_B_Alex
M20095,M,Factory_B_Alex
L52416,L,Factory_C_Giza
L52417,L,Factory_C_Giza
L52418,L,Factory_B_Alex
L52419,L,Factory_A_Cairo
L52420,L,Factory_B_Alex
L52421,L,Factory_B_Alex
L52422,L,Factory_A_Cairo
L52423,L,Factory_C_Giza
L52424,L,Factory_B_Alex
L52425,L,Factory_B_Alex
L52426,L,Factory_C_Giza
L52427,L,Factory_C_Giza
M20108,M,Factory_A_Cairo
M20109,M,Factory_C_Giza
L52430,L,Factory_C_Giza
M20111,M,Factory_C_Giza
L52432,L,Factory_A_Cairo
L52433,L,Factory_C_Giza
L52434,L,Factory_C_Giza
M20115,M,Factory_A_Cairo
L52436,L,Factory_C_Giza
L52437,L,Factory_C_Giza
M20118,M,Factory_A_Cairo
L52439,L,Factory_B_Alex
M20120,M,Factory_A_Cairo
L52441,L,Factory_C_Giza
L52442,L,Factory_C_Giza
L52443,L,Factory_C_Giza
L52444,L,Factory_A_Cairo
M20125,M,Factory_C_Giza
M20126,M,Factory_C_Giza
M20127,M,Factory_A_Cairo
L52448,L,Factory_B_Alex
L52449,L,Factory_B_Alex
L52450,L,Factory_C_Giza
L52451,L,Factory_A_Cairo
M20132,M,Factory_C_Giza
L52453,L,Factory_A_Cairo
L52454,L,Factory_A_Cairo
L52455,L,Factory_B_Alex
L52456,L,Factory_B_Alex
L52457,L,Factory_A_Cairo
M20138,M,Factory_C_Giza
L52459,L,Factory_B_Alex
L52460,L,Factory_C_Giza
M20141,M,Factory_B_Alex
H34696,H,Factory_B_Alex
L52463,L,Factory_C_Giza
M20144,M,Factory_B_Alex
L52465,L,Factory_B_Alex
L52466,L,Factory_C_Giza
H34701,H,Factory_B_Alex
L52468,L,Factory_B_Alex
M20149,M,Factory_B_Alex
L52470,L,Factory_C_Giza
L52471,L,Factory_A_Cairo
M20152,M,Factory_C_Giza
M20153,M,Factory_A_Cairo
L52474,L,Factory_B_Alex
L52475,L,Factory_A_Cairo
H34710,H,Factory_C_Giza
L52477,L,Factory_C_Giza
M20158,M,Factory_B_Alex
L52479,L,Factory_A_Cairo
M20160,M,Factory_B_Alex
L52481,L,Factory_B_Alex
L52482,L,Factory_C_Giza
L52483,L,Factory_A_Cairo
L52484,L,Factory_A_Cairo
H34719,H,Factory_A_Cairo
H34720,H,Factory_A_Cairo
L52487,L,Factory_B_Alex
L52488,L,Factory_B_Alex
M20169,M,Factory_C_Giza
L52490,L,Factory_B_Alex
H34725,H,Factory_B_Alex
L52492,L,Factory_C_Giza
M20173,M,Factory_C_Giza
L52494,L,Factory_C_Giza
L52495,L,Factory_B_Alex
M20176,M,Factory_B_Alex
L52497,L,Factory_C_Giza
L52498,L,Factory_C_Giza
M20179,M,Factory_C_Giza
L52500,L,Factory_B_Alex
M20181,M,Factory_B_Alex
M20182,M,Factory_A_Cairo
M20183,M,Factory_B_Alex
M20184,M,Factory_B_Alex
L52505,L,Factory_B_Alex
M20186,M,Factory_C_Giza
M20187,M,Factory_B_Alex
M20188,M,Factory_C_Giza
L52509,L,Factory_A_Cairo
L52510,L,Factory_A_Cairo
L52511,L,Factory_C_Giza
H34746,H,Factory_C_Giza
M20193,M,Factory_C_Giza
M20194,M,Factory_B_Alex
M20195,M,Factory_A_Cairo
L52516,L,Factory_C_Giza
M20197,M,Factory_B_Alex
M20198,M,Factory_A_Cairo
M20199,M,Factory_B_Alex
L52520,L,Factory_A_Cairo
H34755,H,Factory_B_Alex
M20202,M,Factory_A_Cairo
L52523,L,Factory_A_Cairo
L52524,L,Factory_B_Alex
L52525,L,Factory_C_Giza
L52526,L,Factory_A_Cairo
L52527,L,Factory_C_Giza
L52528,L,Factory_B_Alex
M20209,M,Factory_C_Giza
M20210,M,Factory_C_Giza
M20211,M,Factory_C_Giza
M20212,M,Factory_C_Giza
L52533,L,Factory_C_Giza
L52534,L,Factory_A_Cairo
H34769,H,Factory_A_Cairo
H34770,H,Factory_A_Cairo
L52537,L,Factory_B_Alex
H34772,H,Factory_C_Giza
M20219,M,Factory_A_Cairo
L52540,L,Factory_B_Alex
L52541,L,Factory_A_Cairo
L52542,L,Factory_A_Cairo
L52543,L,Factory_C_Giza
L52544,L,Factory_B_Alex
L52545,L,Factory_C_Giza
H34780,H,Factory_C_Giza
M20227,M,Factory_A_Cairo
M20228,M,Factory_C_Giza
H34783,H,Factory_B_Alex
H34784,H,Factory_C_Giza
L52551,L,Factory_C_Giza
H34786,H,Factory_C_Giza
M20233,M,Factory_A_Cairo
L52554,L,Factory_B_Alex
L52555,L,Factory_A_Cairo
H34790,H,Factory_A_Cairo
L52557,L,Factory_A_Cairo
L52558,L,Factory_A_Cairo
L52559,L,Factory_A_Cairo
L52560,L,Factory_B_Alex
L52561,L,Factory_C_Giza
L52562,L,Factory_A_Cairo
L52563,L,Factory_A_Cairo
M20244,M,Factory_B_Alex
H34799,H,Factory_B_Alex
L52566,L,Factory_C_Giza
L52567,L,Factory_B_Alex
M20248,M,Factory_C_Giza
L52569,L,Factory_A_Cairo
H34804,H,Factory_A_Cairo
L52571,L,Factory_C_Giza
L52572,L,Factory_B_Alex
L52573,L,Factory_C_Giza
M20254,M,Factory_B_Alex
L52575,L,Factory_A_Cairo
L52576,L,Factory_B_Alex
M20257,M,Factory_C_Giza
L52578,L,Factory_C_Giza
H34813,H,Factory_A_Cairo
L52580,L,Factory_B_Alex
M20261,M,Factory_B_Alex
L52582,L,Factory_B_Alex
L52583,L,Factory_A_Cairo
H34818,H,Factory_B_Alex
L52585,L,Factory_C_Giza
L52586,L,Factory_B_Alex
L52587,L,Factory_A_Cairo
L52588,L,Factory_B_Alex
L52589,L,Factory_B_Alex
M20270,M,Factory_C_Giza
L52591,L,Factory_B_Alex
L52592,L,Factory_C_Giza
H34827,H,Factory_C_Giza
L52594,L,Factory_A_Cairo
M20275,M,Factory_C_Giza
L52596,L,Factory_C_Giza
L52597,L,Factory_A_Cairo
L52598,L,Factory_C_Giza
L52599,L,Factory_A_Cairo
L52600,L,Factory_B_Alex
M20281,M,Factory_A_Cairo
M20282,M,Factory_C_Giza
L52603,L,Factory_A_Cairo
L52604,L,Factory_C_Giza
L52605,L,Factory_B_Alex
L52606,L,Factory_A_Cairo
L52607,L,Factory_B_Alex
L52608,L,Factory_C_Giza
L52609,L,Factory_C_Giza
L52610,L,Factory_B_Alex
L52611,L,Factory_A_Cairo
L52612,L,Factory_A_Cairo
L52613,L,Factory_C_Giza
L52614,L,Factory_B_Alex
M20295,M,Factory_B_Alex
M20296,M,Factory_A_Cairo
M20297,M,Factory_A_Cairo
L52618,L,Factory_A_Cairo
L52619,L,Factory_B_Alex
H34854,H,Factory_A_Cairo
M20301,M,Factory_A_Cairo
L52622,L,Factory_C_Giza
M20303,M,Factory_A_Cairo
L52624,L,Factory_A_Cairo
M20305,M,Factory_B_Alex
L52626,L,Factory_B_Alex
L52627,L,Factory_C_Giza
L52628,L,Factory_A_Cairo
L52629,L,Factory_C_Giza
H34864,H,Factory_B_Alex
L52631,L,Factory_C_Giza
M20312,M,Factory_B_Alex
L52633,L,Factory_C_Giza
L52634,L,Factory_C_Giza
M20315,M,Factory_A_Cairo
M20316,M,Factory_C_Giza
M20317,M,Factory_A_Cairo
L52638,L,Factory_A_Cairo
L52639,L,Factory_A_Cairo
M20320,M,Factory_A_Cairo
M20321,M,Factory_C_Giza
L52642,L,Factory_B_Alex
L52643,L,Factory_B_Alex
M20324,M,Factory_B_Alex
L52645,L,Factory_C_Giza
M20326,M,Factory_A_Cairo
L52647,L,Factory_B_Alex
L52648,L,Factory_C_Giza
M20329,M,Factory_A_Cairo
M20330,M,Factory_B_Alex
L52651,L,Factory_A_Cairo
L52652,L,Factory_B_Alex
L52653,L,Factory_B_Alex
M20334,M,Factory_B_Alex
L52655,L,Factory_A_Cairo
M20336,M,Factory_C_Giza
L52657,L,Factory_A_Cairo
L52658,L,Factory_B_Alex
M20339,M,Factory_A_Cairo
H34894,H,Factory_C_Giza
L52661,L,Factory_A_Cairo
L52662,L,Factory_C_Giza
M20343,M,Factory_C_Giza
M20344,M,Factory_A_Cairo
L52665,L,Factory_B_Alex
L52666,L,Factory_C_Giza
M20347,M,Factory_A_Cairo
L52668,L,Factory_C_Giza
L52669,L,Factory_B_Alex
L52670,L,Factory_A_Cairo
M20351,M,Factory_A_Cairo
M20352,M,Factory_A_Cairo
L52673,L,Factory_B_Alex
L52674,L,Factory_C_Giza
H34909,H,Factory_A_Cairo
M20356,M,Factory_C_Giza
M20357,M,Factory_C_Giza
M20358,M,Factory_B_Alex
H34913,H,Factory_A_Cairo
L52680,L,Factory_C_Giza
L52681,L,Factory_A_Cairo
L52682,L,Factory_A_Cairo
H34917,H,Factory_B_Alex
L52684,L,Factory_A_Cairo
L52685,L,Factory_A_Cairo
L52686,L,Factory_C_Giza
L52687,L,Factory_B_Alex
L52688,L,Factory_A_Cairo
L52689,L,Factory_C_Giza
L52690,L,Factory_B_Alex
L52691,L,Factory_B_Alex
L52692,L,Factory_C_Giza
M20373,M,Factory_C_Giza
L52694,L,Factory_C_Giza
H34929,H,Factory_C_Giza
L52696,L,Factory_C_Giza
L52697,L,Factory_A_Cairo
M20378,M,Factory_A_Cairo
L52699,L,Factory_B_Alex
M20380,M,Factory_A_Cairo
L52701,L,Factory_A_Cairo
L52702,L,Factory_A_Cairo
M20383,M,Factory_C_Giza
L52704,L,Factory_B_Alex
M20385,M,Factory_B_Alex
L52706,L,Factory_B_Alex
M20387,M,Factory_B_Alex
L52708,L,Factory_A_Cairo
M20389,M,Factory_A_Cairo
M20390,M,Factory_C_Giza
M20391,M,Factory_B_Alex
L52712,L,Factory_A_Cairo
L52713,L,Factory_A_Cairo
M20394,M,Factory_C_Giza
L52715,L,Factory_C_Giza
M20396,M,Factory_C_Giza
L52717,L,Factory_A_Cairo
M20398,M,Factory_A_Cairo
H34953,H,Factory_C_Giza
L52720,L,Factory_B_Alex
L52721,L,Factory_C_Giza
L52722,L,Factory_C_Giza
L52723,L,Factory_C_Giza
L52724,L,Factory_C_Giza
H34959,H,Factory_A_Cairo
L52726,L,Factory_B_Alex
M20407,M,Factory_C_Giza
L52728,L,Factory_B_Alex
H34963,H,Factory_B_Alex
M20410,M,Factory_B_Alex
H34965,H,Factory_C_Giza
H34966,H,Factory_A_Cairo
L52733,L,Factory_C_Giza
M20414,M,Factory_B_Alex
L52735,L,Factory_B_Alex
H34970,H,Factory_A_Cairo
M20417,M,Factory_C_Giza
L52738,L,Factory_B_Alex
M20419,M,Factory_A_Cairo
L52740,L,Factory_B_Alex
M20421,M,Factory_A_Cairo
L52742,L,Factory_A_Cairo
M20423,M,Factory_C_Giza
L52744,L,Factory_B_Alex
L52745,L,Factory_C_Giza
L52746,L,Factory_B_Alex
M20427,M,Factory_C_Giza
L52748,L,Factory_B_Alex
L52749,L,Factory_C_Giza
M20430,M,Factory_A_Cairo
L52751,L,Factory_B_Alex
L52752,L,Factory_B_Alex
L52753,L,Factory_A_Cairo
L52754,L,Factory_C_Giza
H34989,H,Factory_B_Alex
H34990,H,Factory_B_Alex
L52757,L,Factory_C_Giza
L52758,L,Factory_A_Cairo
L52759,L,Factory_C_Giza
M20440,M,Factory_C_Giza
M20441,M,Factory_C_Giza
L52762,L,Factory_B_Alex
L52763,L,Factory_A_Cairo
L52764,L,Factory_A_Cairo
M20445,M,Factory_C_Giza
M20446,M,Factory_B_Alex
L52767,L,Factory_C_Giza
M20448,M,Factory_B_Alex
M20449,M,Factory_B_Alex
M20450,M,Factory_B_Alex
L52771,L,Factory_B_Alex
L52772,L,Factory_A_Cairo
L52773,L,Factory_B_Alex
L52774,L,Factory_B_Alex
M20455,M,Factory_C_Giza
M20456,M,Factory_C_Giza
L52777,L,Factory_A_Cairo
L52778,L,Factory_C_Giza
M20459,M,Factory_B_Alex
L52780,L,Factory_C_Giza
L52781,L,Factory_A_Cairo
L52782,L,Factory_C_Giza
L52783,L,Factory_C_Giza
L52784,L,Factory_A_Cairo
L52785,L,Factory_A_Cairo
L52786,L,Factory_B_Alex
M20467,M,Factory_C_Giza
M20468,M,Factory_B_Alex
M20469,M,Factory_C_Giza
L52790,L,Factory_C_Giza
M20471,M,Factory_B_Alex
L52792,L,Factory_C_Giza
M20473,M,Factory_C_Giza
H35028,H,Factory_C_Giza
M20475,M,Factory_A_Cairo
L52796,L,Factory_B_Alex
L52797,L,Factory_A_Cairo
M20478,M,Factory_B_Alex
L52799,L,Factory_B_Alex
L52800,L,Factory_C_Giza
M20481,M,Factory_B_Alex
L52802,L,Factory_A_Cairo
L52803,L,Factory_A_Cairo
M20484,M,Factory_A_Cairo
L52805,L,Factory_B_Alex
H35040,H,Factory_A_Cairo
L52807,L,Factory_B_Alex
L52808,L,Factory_A_Cairo
L52809,L,Factory_A_Cairo
M20490,M,Factory_B_Alex
L52811,L,Factory_A_Cairo
L52812,L,Factory_C_Giza
L52813,L,Factory_B_Alex
M20494,M,Factory_B_Alex
L52815,L,Factory_B_Alex
L52816,L,Factory_C_Giza
M20497,M,Factory_B_Alex
L52818,L,Factory_A_Cairo
L52819,L,Factory_A_Cairo
L52820,L,Factory_A_Cairo
L52821,L,Factory_B_Alex
L52822,L,Factory_A_Cairo
L52823,L,Factory_B_Alex
L52824,L,Factory_A_Cairo
M20505,M,Factory_C_Giza
M20506,M,Factory_C_Giza
H35061,H,Factory_C_Giza
L52828,L,Factory_C_Giza
M20509,M,Factory_B_Alex
L52830,L,Factory_A_Cairo
M20511,M,Factory_C_Giza
L52832,L,Factory_B_Alex
L52833,L,Factory_C_Giza
L52834,L,Factory_C_Giza
L52835,L,Factory_B_Alex
M20516,M,Factory_B_Alex
L52837,L,Factory_A_Cairo
M20518,M,Factory_A_Cairo
M20519,M,Factory_C_Giza
L52840,L,Factory_C_Giza
L52841,L,Factory_A_Cairo
L52842,L,Factory_A_Cairo
M20523,M,Factory_B_Alex
M20524,M,Factory_A_Cairo
L52845,L,Factory_A_Cairo
L52846,L,Factory_C_Giza
L52847,L,Factory_A_Cairo
M20528,M,Factory_C_Giza
M20529,M,Factory_A_Cairo
L52850,L,Factory_B_Alex
H35085,H,Factory_A_Cairo
H35086,H,Factory_A_Cairo
L52853,L,Factory_A_Cairo
M20534,M,Factory_C_Giza
M20535,M,Factory_B_Alex
L52856,L,Factory_A_Cairo
L52857,L,Factory_C_Giza
M20538,M,Factory_B_Alex
M20539,M,Factory_C_Giza
M20540,M,Factory_C_Giza
L52861,L,Factory_B_Alex
H35096,H,Factory_A_Cairo
M20543,M,Factory_C_Giza
H35098,H,Factory_C_Giza
L52865,L,Factory_A_Cairo
L52866,L,Factory_A_Cairo
L52867,L,Factory_B_Alex
M20548,M,Factory_B_Alex
L52869,L,Factory_B_Alex
L52870,L,Factory_A_Cairo
L52871,L,Factory_C_Giza
M20552,M,Factory_C_Giza
M20553,M,Factory_B_Alex
L52874,L,Factory_A_Cairo
L52875,L,Factory_C_Giza
H35110,H,Factory_B_Alex
L52877,L,Factory_C_Giza
L52878,L,Factory_C_Giza
L52879,L,Factory_A_Cairo
L52880,L,Factory_A_Cairo
M20561,M,Factory_C_Giza
L52882,L,Factory_B_Alex
H35117,H,Factory_A_Cairo
L52884,L,Factory_C_Giza
L52885,L,Factory_A_Cairo
L52886,L,Factory_A_Cairo
L52887,L,Factory_A_Cairo
