UDI,Timestamp,Product ID,Planned_Time_mins,Ideal_Cycle_Time_mins_per_piece,Total_Pieces,Defective_Pieces
4736,2024-02-03 05:10:00,L51915,10,0.2,46,0
4737,2024-02-03 05:20:00,L51916,10,0.2,47,1
4738,2024-02-03 05:30:00,M19597,10,0.2,8,0
4739,2024-02-03 05:40:00,M19598,10,0.2,49,2
4740,2024-02-03 05:50:00,L51919,10,0.2,1,2
4741,2024-02-03 06:00:00,L51920,10,0.2,46,2
4742,2024-02-03 06:10:00,L51921,10,0.2,47,2
4743,2024-02-03 06:20:00,L51922,10,0.2,45,2
4744,2024-02-03 06:30:00,L51923,10,0.2,48,0
4745,2024-02-03 06:40:00,L51924,10,0.2,50,2
4746,2024-02-03 06:50:00,H34159,10,0.2,46,2
4747,2024-02-03 07:00:00,L51926,10,0.2,47,1
4748,2024-02-03 07:10:00,L51927,10,0.2,46,1
4749,2024-02-03 07:20:00,L51928,10,0.2,2,2
4750,2024-02-03 07:30:00,L51929,10,0.2,48,2
4751,2024-02-03 07:40:00,M19610,10,0.2,45,2
4752,2024-02-03 07:50:00,L51931,10,0.2,47,2
4753,2024-02-03 08:00:00,H34166,10,0.2,46,2
4754,2024-02-03 08:10:00,H34167,10,0.2,48,2
4755,2024-02-03 08:20:00,M19614,10,0.2,46,0
4756,2024-02-03 08:30:00,L51935,10,0.2,9,0
4757,2024-02-03 08:40:00,H34170,10,0.2,49,0
4758,2024-02-03 08:50:00,L51937,10,0.2,46,1
4759,2024-02-03 09:00:00,L51938,10,0.2,49,2
4760,2024-02-03 09:10:00,L51939,10,0.2,8,1
4761,2024-02-03 09:20:00,L51940,10,0.2,50,1
4762,2024-02-03 09:30:00,H34175,10,0.2,2,1
4763,2024-02-03 09:40:00,M19622,10,0.2,0,0
4764,2024-02-03 09:50:00,L51943,10,0.2,48,2
4765,2024-02-03 10:00:00,M19624,10,0.2,47,2
4766,2024-02-03 10:10:00,L51945,10,0.2,46,1
4767,2024-02-03 10:20:00,M19626,10,0.2,46,0
4768,2024-02-03 10:30:00,L51947,10,0.2,48,1
4769,2024-02-03 10:40:00,L51948,10,0.2,7,1
4770,2024-02-03 10:50:00,H34183,10,0.2,45,2
4771,2024-02-03 11:00:00,L51950,10,0.2,7,0
4772,2024-02-03 11:10:00,M19631,10,0.2,48,2
4773,2024-02-03 11:20:00,M19632,10,0.2,45,1
4774,2024-02-03 11:30:00,L51953,10,0.2,49,2
4775,2024-02-03 11:40:00,L51954,10,0.2,46,1
4776,2024-02-03 11:50:00,L51955,10,0.2,50,0
4777,2024-02-03 12:00:00,L51956,10,0.2,49,2
4778,2024-02-03 12:10:00,M19637,10,0.2,48,2
4779,2024-02-03 12:20:00,H34192,10,0.2,10,2
4780,2024-02-03 12:30:00,L51959,10,0.2,49,2
4781,2024-02-03 12:40:00,L51960,10,0.2,45,2
4782,2024-02-03 12:50:00,L51961,10,0.2,45,0
4783,2024-02-03 13:00:00,L51962,10,0.2,50,0
4784,2024-02-03 13:10:00,L51963,10,0.2,47,2
4785,2024-02-03 13:20:00,L51964,10,0.2,46,1
4786,2024-02-03 13:30:00,H34199,10,0.2,50,1
4787,2024-02-03 13:40:00,L51966,10,0.2,48,2
4788,2024-02-03 13:50:00,L51967,10,0.2,46,2
4789,2024-02-03 14:00:00,H34202,10,0.2,49,0
4790,2024-02-03 14:10:00,L51969,10,0.2,48,0
4791,2024-02-03 14:20:00,L51970,10,0.2,48,2
4792,2024-02-03 14:30:00,M19651,10,0.2,45,2
4793,2024-02-03 14:40:00,H34206,10,0.2,49,1
4794,2024-02-03 14:50:00,H34207,10,0.2,45,0
4795,2024-02-03 15:00:00,L51974,10,0.2,45,2
4796,2024-02-03 15:10:00,L51975,10,0.2,47,0
4797,2024-02-03 15:20:00,L51976,10,0.2,45,2
4798,2024-02-03 15:30:00,L51977,10,0.2,46,2
4799,2024-02-03 15:40:00,L51978,10,0.2,48,2
4800,2024-02-03 15:50:00,L51979,10,0.2,45,2
4801,2024-02-03 16:00:00,M19660,10,0.2,50,1
4802,2024-02-03 16:10:00,L51981,10,0.2,46,2
4803,2024-02-03 16:20:00,M19662,10,0.2,49,1
4804,2024-02-03 16:30:00,L51983,10,0.2,48,1
4805,2024-02-03 16:40:00,L51984,10,0.2,50,2
4806,2024-02-03 16:50:00,L51985,10,0.2,50,0
4807,2024-02-03 17:00:00,H34220,10,0.2,49,0
4808,2024-02-03 17:10:00,L51987,10,0.2,50,2
4809,2024-02-03 17:20:00,L51988,10,0.2,46,2
4810,2024-02-03 17:30:00,L51989,10,0.2,49,2
4811,2024-02-03 17:40:00,M19670,10,0.2,50,0
4812,2024-02-03 17:50:00,M19671,10,0.2,49,0
4813,2024-02-03 18:00:00,L51992,10,0.2,49,2
4814,2024-02-03 18:10:00,M19673,10,0.2,45,0
4815,2024-02-03 18:20:00,L51994,10,0.2,5,1
4816,2024-02-03 18:30:00,H34229,10,0.2,45,0
4817,2024-02-03 18:40:00,L51996,10,0.2,8,0
4818,2024-02-03 18:50:00,L51997,10,0.2,48,2
4819,2024-02-03 19:00:00,M19678,10,0.2,46,1
4820,2024-02-03 19:10:00,L51999,10,0.2,50,2
4821,2024-02-03 19:20:00,M19680,10,0.2,45,0
4822,2024-02-03 19:30:00,L52001,10,0.2,49,1
4823,2024-02-03 19:40:00,L52002,10,0.2,50,2
4824,2024-02-03 19:50:00,L52003,10,0.2,49,0
4825,2024-02-03 20:00:00,L52004,10,0.2,49,1
4826,2024-02-03 20:10:00,L52005,10,0.2,49,2
4827,2024-02-03 20:20:00,L52006,10,0.2,47,1
4828,2024-02-03 20:30:00,L52007,10,0.2,48,0
4829,2024-02-03 20:40:00,L52008,10,0.2,46,2
4830,2024-02-03 20:50:00,L52009,10,0.2,46,0
4831,2024-02-03 21:00:00,L52010,10,0.2,45,1
4832,2024-02-03 21:10:00,L52011,10,0.2,6,0
4833,2024-02-03 21:20:00,L52012,10,0.2,50,1
4834,2024-02-03 21:30:00,L52013,10,0.2,6,2
4835,2024-02-03 21:40:00,M19694,10,0.2,46,0
4836,2024-02-03 21:50:00,M19695,10,0.2,48,2
4837,2024-02-03 22:00:00,L52016,10,0.2,2,2
4838,2024-02-03 22:10:00,H34251,10,0.2,45,2
4839,2024-02-03 22:20:00,H34252,10,0.2,48,2
4840,2024-02-03 22:30:00,H34253,10,0.2,46,0
4841,2024-02-03 22:40:00,L52020,10,0.2,9,0
4842,2024-02-03 22:50:00,M19701,10,0.2,45,2
4843,2024-02-03 23:00:00,M19702,10,0.2,46,2
4844,2024-02-03 23:10:00,L52023,10,0.2,50,1
4845,2024-02-03 23:20:00,M19704,10,0.2,10,2
4846,2024-02-03 23:30:00,M19705,10,0.2,46,1
4847,2024-02-03 23:40:00,M19706,10,0.2,50,1
4848,2024-02-03 23:50:00,L52027,10,0.2,50,2
4849,2024-02-04 00:00:00,H34262,10,0.2,49,0
4850,2024-02-04 00:10:00,M19709,10,0.2,47,1
4851,2024-02-04 00:20:00,L52030,10,0.2,49,0
4852,2024-02-04 00:30:00,L52031,10,0.2,6,2
4853,2024-02-04 00:40:00,L52032,10,0.2,48,2
4854,2024-02-04 00:50:00,L52033,10,0.2,49,2
4855,2024-02-04 01:00:00,L52034,10,0.2,48,2
4856,2024-02-04 01:10:00,L52035,10,0.2,50,1
4857,2024-02-04 01:20:00,M19716,10,0.2,46,1
4858,2024-02-04 01:30:00,L52037,10,0.2,47,0
4859,2024-02-04 01:40:00,L52038,10,0.2,48,0
4860,2024-02-04 01:50:00,L52039,10,0.2,46,1
4861,2024-02-04 02:00:00,M19720,10,0.2,48,2
4862,2024-02-04 02:10:00,L52041,10,0.2,49,0
4863,2024-02-04 02:20:00,L52042,10,0.2,46,1
4864,2024-02-04 02:30:00,M19723,10,0.2,49,0
4865,2024-02-04 02:40:00,L52044,10,0.2,45,1
4866,2024-02-04 02:50:00,M19725,10,0.2,46,2
4867,2024-02-04 03:00:00,L52046,10,0.2,48,1
4868,2024-02-04 03:10:00,L52047,10,0.2,45,0
4869,2024-02-04 03:20:00,L52048,10,0.2,49,1
4870,2024-02-04 03:30:00,L52049,10,0.2,49,0
4871,2024-02-04 03:40:00,M19730,10,0.2,48,0
4872,2024-02-04 03:50:00,L52051,10,0.2,45,0
4873,2024-02-04 04:00:00,L52052,10,0.2,50,2
4874,2024-02-04 04:10:00,M19733,10,0.2,47,2
4875,2024-02-04 04:20:00,L52054,10,0.2,48,1
4876,2024-02-04 04:30:00,L52055,10,0.2,49,1
4877,2024-02-04 04:40:00,M19736,10,0.2,46,0
4878,2024-02-04 04:50:00,M19737,10,0.2,45,2
4879,2024-02-04 05:00:00,L52058,10,0.2,50,1
4880,2024-02-04 05:10:00,H34293,10,0.2,47,1
4881,2024-02-04 05:20:00,M19740,10,0.2,46,2
4882,2024-02-04 05:30:00,M19741,10,0.2,45,0
4883,2024-02-04 05:40:00,L52062,10,0.2,50,1
4884,2024-02-04 05:50:00,M19743,10,0.2,48,0
4885,2024-02-04 06:00:00,H34298,10,0.2,50,2
4886,2024-02-04 06:10:00,H34299,10,0.2,48,2
4887,2024-02-04 06:20:00,L52066,10,0.2,45,1
4888,2024-02-04 06:30:00,L52067,10,0.2,50,1
4889,2024-02-04 06:40:00,L52068,10,0.2,47,2
4890,2024-02-04 06:50:00,L52069,10,0.2,50,0
4891,2024-02-04 07:00:00,L52070,10,0.2,45,0
4892,2024-02-04 07:10:00,M19751,10,0.2,46,2
4893,2024-02-04 07:20:00,L52072,10,0.2,46,1
4894,2024-02-04 07:30:00,M19753,10,0.2,50,2
4895,2024-02-04 07:40:00,H34308,10,0.2,50,1
4896,2024-02-04 07:50:00,M19755,10,0.2,48,0
4897,2024-02-04 08:00:00,M19756,10,0.2,45,1
4898,2024-02-04 08:10:00,H34311,10,0.2,48,0
4899,2024-02-04 08:20:00,H34312,10,0.2,47,2
4900,2024-02-04 08:30:00,L52079,10,0.2,46,1
4901,2024-02-04 08:40:00,L52080,10,0.2,49,0
4902,2024-02-04 08:50:00,M19761,10,0.2,49,1
4903,2024-02-04 09:00:00,L52082,10,0.2,45,0
4904,2024-02-04 09:10:00,L52083,10,0.2,45,0
4905,2024-02-04 09:20:00,H34318,10,0.2,49,2
4906,2024-02-04 09:30:00,L52085,10,0.2,45,2
4907,2024-02-04 09:40:00,H34320,10,0.2,46,1
4908,2024-02-04 09:50:00,M19767,10,0.2,47,0
4909,2024-02-04 10:00:00,M19768,10,0.2,47,2
4910,2024-02-04 10:10:00,L52089,10,0.2,48,1
4911,2024-02-04 10:20:00,M19770,10,0.2,46,2
4912,2024-02-04 10:30:00,L52091,10,0.2,45,1
4913,2024-02-04 10:40:00,L52092,10,0.2,45,2
4914,2024-02-04 10:50:00,M19773,10,0.2,48,2
4915,2024-02-04 11:00:00,M19774,10,0.2,48,0
4916,2024-02-04 11:10:00,H34329,10,0.2,45,0
4917,2024-02-04 11:20:00,H34330,10,0.2,45,2
4918,2024-02-04 11:30:00,M19777,10,0.2,46,0
4919,2024-02-04 11:40:00,L52098,10,0.2,48,2
4920,2024-02-04 11:50:00,L52099,10,0.2,46,1
4921,2024-02-04 12:00:00,L52100,10,0.2,10,2
4922,2024-02-04 12:10:00,L52101,10,0.2,45,2
4923,2024-02-04 12:20:00,M19782,10,0.2,49,1
4924,2024-02-04 12:30:00,M19783,10,0.2,49,1
4925,2024-02-04 12:40:00,H34338,10,0.2,50,0
4926,2024-02-04 12:50:00,L52105,10,0.2,45,1
4927,2024-02-04 13:00:00,L52106,10,0.2,48,0
4928,2024-02-04 13:10:00,M19787,10,0.2,49,2
4929,2024-02-04 13:20:00,L52108,10,0.2,48,1
4930,2024-02-04 13:30:00,L52109,10,0.2,49,2
4931,2024-02-04 13:40:00,L52110,10,0.2,48,0
4932,2024-02-04 13:50:00,M19791,10,0.2,49,1
4933,2024-02-04 14:00:00,L52112,10,0.2,48,0
4934,2024-02-04 14:10:00,H34347,10,0.2,50,0
4935,2024-02-04 14:20:00,L52114,10,0.2,46,1
4936,2024-02-04 14:30:00,L52115,10,0.2,48,1
4937,2024-02-04 14:40:00,L52116,10,0.2,8,0
4938,2024-02-04 14:50:00,L52117,10,0.2,46,1
4939,2024-02-04 15:00:00,M19798,10,0.2,45,0
4940,2024-02-04 15:10:00,L52119,10,0.2,50,2
4941,2024-02-04 15:20:00,L52120,10,0.2,46,2
4942,2024-02-04 15:30:00,M19801,10,0.2,47,1
4943,2024-02-04 15:40:00,L52122,10,0.2,46,1
4944,2024-02-04 15:50:00,H34357,10,0.2,48,2
4945,2024-02-04 16:00:00,M19804,10,0.2,46,0
4946,2024-02-04 16:10:00,L52125,10,0.2,48,0
4947,2024-02-04 16:20:00,M19806,10,0.2,48,0
4948,2024-02-04 16:30:00,L52127,10,0.2,47,1
4949,2024-02-04 16:40:00,M19808,10,0.2,46,0
4950,2024-02-04 16:50:00,M19809,10,0.2,46,1
4951,2024-02-04 17:00:00,M19810,10,0.2,49,1
4952,2024-02-04 17:10:00,L52131,10,0.2,49,1
4953,2024-02-04 17:20:00,M19812,10,0.2,45,2
4954,2024-02-04 17:30:00,L52133,10,0.2,48,0
4955,2024-02-04 17:40:00,L52134,10,0.2,47,1
4956,2024-02-04 17:50:00,M19815,10,0.2,49,0
4957,2024-02-04 18:00:00,M19816,10,0.2,46,2
4958,2024-02-04 18:10:00,M19817,10,0.2,45,0
4959,2024-02-04 18:20:00,L52138,10,0.2,47,2
4960,2024-02-04 18:30:00,L52139,10,0.2,50,1
4961,2024-02-04 18:40:00,L52140,10,0.2,46,1
4962,2024-02-04 18:50:00,L52141,10,0.2,46,2
4963,2024-02-04 19:00:00,M19822,10,0.2,50,1
4964,2024-02-04 19:10:00,L52143,10,0.2,48,0
4965,2024-02-04 19:20:00,L52144,10,0.2,48,0
4966,2024-02-04 19:30:00,M19825,10,0.2,49,2
4967,2024-02-04 19:40:00,L52146,10,0.2,49,0
4968,2024-02-04 19:50:00,L52147,10,0.2,46,1
4969,2024-02-04 20:00:00,M19828,10,0.2,46,1
4970,2024-02-04 20:10:00,L52149,10,0.2,49,1
4971,2024-02-04 20:20:00,L52150,10,0.2,50,0
4972,2024-02-04 20:30:00,L52151,10,0.2,49,1
4973,2024-02-04 20:40:00,H34386,10,0.2,46,0
4974,2024-02-04 20:50:00,L52153,10,0.2,47,2
4975,2024-02-04 21:00:00,L52154,10,0.2,46,1
4976,2024-02-04 21:10:00,L52155,10,0.2,47,2
4977,2024-02-04 21:20:00,L52156,10,0.2,9,0
4978,2024-02-04 21:30:00,L52157,10,0.2,46,0
4979,2024-02-04 21:40:00,L52158,10,0.2,45,2
4980,2024-02-04 21:50:00,M19839,10,0.2,49,1
4981,2024-02-04 22:00:00,M19840,10,0.2,48,1
4982,2024-02-04 22:10:00,M19841,10,0.2,46,1
4983,2024-02-04 22:20:00,L52162,10,0.2,47,2
4984,2024-02-04 22:30:00,L52163,10,0.2,46,0
4985,2024-02-04 22:40:00,L52164,10,0.2,1,2
4986,2024-02-04 22:50:00,M19845,10,0.2,50,0
4987,2024-02-04 23:00:00,L52166,10,0.2,47,1
4988,2024-02-04 23:10:00,M19847,10,0.2,48,1
4989,2024-02-04 23:20:00,L52168,10,0.2,2,0
4990,2024-02-04 23:30:00,L52169,10,0.2,48,1
4991,2024-02-04 23:40:00,L52170,10,0.2,50,2
4992,2024-02-04 23:50:00,M19851,10,0.2,45,0
4993,2024-02-05 00:00:00,L52172,10,0.2,47,1
4994,2024-02-05 00:10:00,L52173,10,0.2,50,1
4995,2024-02-05 00:20:00,M19854,10,0.2,47,1
4996,2024-02-05 00:30:00,L52175,10,0.2,50,1
4997,2024-02-05 00:40:00,M19856,10,0.2,50,0
4998,2024-02-05 00:50:00,M19857,10,0.2,3,0
4999,2024-02-05 01:00:00,M19858,10,0.2,47,1
5000,2024-02-05 01:10:00,M19859,10,0.2,50,2
5001,2024-02-05 01:20:00,L52180,10,0.2,45,2
5002,2024-02-05 01:30:00,M19861,10,0.2,46,2
5003,2024-02-05 01:40:00,L52182,10,0.2,49,2
5004,2024-02-05 01:50:00,L52183,10,0.2,50,0
5005,2024-02-05 02:00:00,L52184,10,0.2,48,0
5006,2024-02-05 02:10:00,M19865,10,0.2,45,2
5007,2024-02-05 02:20:00,M19866,10,0.2,45,0
5008,2024-02-05 02:30:00,L52187,10,0.2,50,2
5009,2024-02-05 02:40:00,H34422,10,0.2,45,1
5010,2024-02-05 02:50:00,L52189,10,0.2,46,1
5011,2024-02-05 03:00:00,L52190,10,0.2,45,2
5012,2024-02-05 03:10:00,M19871,10,0.2,49,0
5013,2024-02-05 03:20:00,M19872,10,0.2,49,2
5014,2024-02-05 03:30:00,M19873,10,0.2,48,0
5015,2024-02-05 03:40:00,L52194,10,0.2,46,1
5016,2024-02-05 03:50:00,L52195,10,0.2,49,0
5017,2024-02-05 04:00:00,L52196,10,0.2,50,2
5018,2024-02-05 04:10:00,L52197,10,0.2,47,1
5019,2024-02-05 04:20:00,M19878,10,0.2,47,1
5020,2024-02-05 04:30:00,M19879,10,0.2,47,0
5021,2024-02-05 04:40:00,L52200,10,0.2,50,1
5022,2024-02-05 04:50:00,L52201,10,0.2,45,1
5023,2024-02-05 05:00:00,L52202,10,0.2,50,0
5024,2024-02-05 05:10:00,M19883,10,0.2,45,1
5025,2024-02-05 05:20:00,L52204,10,0.2,47,2
5026,2024-02-05 05:30:00,M19885,10,0.2,48,0
5027,2024-02-05 05:40:00,L52206,10,0.2,48,0
5028,2024-02-05 05:50:00,L52207,10,0.2,45,0
5029,2024-02-05 06:00:00,M19888,10,0.2,47,0
5030,2024-02-05 06:10:00,M19889,10,0.2,50,2
5031,2024-02-05 06:20:00,M19890,10,0.2,48,0
5032,2024-02-05 06:30:00,M19891,10,0.2,45,2
5033,2024-02-05 06:40:00,M19892,10,0.2,50,0
5034,2024-02-05 06:50:00,L52213,10,0.2,47,0
5035,2024-02-05 07:00:00,M19894,10,0.2,46,1
5036,2024-02-05 07:10:00,M19895,10,0.2,47,1
5037,2024-02-05 07:20:00,L52216,10,0.2,47,2
5038,2024-02-05 07:30:00,M19897,10,0.2,50,1
5039,2024-02-05 07:40:00,L52218,10,0.2,50,0
5040,2024-02-05 07:50:00,H34453,10,0.2,49,2
5041,2024-02-05 08:00:00,H34454,10,0.2,49,1
5042,2024-02-05 08:10:00,L52221,10,0.2,50,0
5043,2024-02-05 08:20:00,L52222,10,0.2,50,1
5044,2024-02-05 08:30:00,L52223,10,0.2,46,1
5045,2024-02-05 08:40:00,L52224,10,0.2,46,1
5046,2024-02-05 08:50:00,M19905,10,0.2,47,1
5047,2024-02-05 09:00:00,M19906,10,0.2,48,0
5048,2024-02-05 09:10:00,M19907,10,0.2,46,1
5049,2024-02-05 09:20:00,H34462,10,0.2,8,2
5050,2024-02-05 09:30:00,H34463,10,0.2,45,2
5051,2024-02-05 09:40:00,H34464,10,0.2,49,1
5052,2024-02-05 09:50:00,L52231,10,0.2,48,2
5053,2024-02-05 10:00:00,L52232,10,0.2,47,1
5054,2024-02-05 10:10:00,L52233,10,0.2,50,0
5055,2024-02-05 10:20:00,L52234,10,0.2,45,0
5056,2024-02-05 10:30:00,H34469,10,0.2,49,2
5057,2024-02-05 10:40:00,M19916,10,0.2,45,2
5058,2024-02-05 10:50:00,L52237,10,0.2,47,1
5059,2024-02-05 11:00:00,L52238,10,0.2,46,1
5060,2024-02-05 11:10:00,L52239,10,0.2,49,1
5061,2024-02-05 11:20:00,L52240,10,0.2,45,0
5062,2024-02-05 11:30:00,L52241,10,0.2,4,1
5063,2024-02-05 11:40:00,L52242,10,0.2,48,0
5064,2024-02-05 11:50:00,H34477,10,0.2,47,2
5065,2024-02-05 12:00:00,L52244,10,0.2,47,0
5066,2024-02-05 12:10:00,L52245,10,0.2,49,2
5067,2024-02-05 12:20:00,L52246,10,0.2,45,0
5068,2024-02-05 12:30:00,M19927,10,0.2,48,0
5069,2024-02-05 12:40:00,M19928,10,0.2,50,1
5070,2024-02-05 12:50:00,M19929,10,0.2,49,2
5071,2024-02-05 13:00:00,M19930,10,0.2,50,0
5072,2024-02-05 13:10:00,H34485,10,0.2,49,0
5073,2024-02-05 13:20:00,L52252,10,0.2,45,2
5074,2024-02-05 13:30:00,M19933,10,0.2,48,0
5075,2024-02-05 13:40:00,L52254,10,0.2,45,2
5076,2024-02-05 13:50:00,L52255,10,0.2,47,2
5077,2024-02-05 14:00:00,L52256,10,0.2,50,2
5078,2024-02-05 14:10:00,L52257,10,0.2,46,0
5079,2024-02-05 14:20:00,M19938,10,0.2,47,0
5080,2024-02-05 14:30:00,M19939,10,0.2,47,1
5081,2024-02-05 14:40:00,L52260,10,0.2,50,2
5082,2024-02-05 14:50:00,M19941,10,0.2,49,0
5083,2024-02-05 15:00:00,H34496,10,0.2,47,0
5084,2024-02-05 15:10:00,L52263,10,0.2,48,2
5085,2024-02-05 15:20:00,L52264,10,0.2,47,2
5086,2024-02-05 15:30:00,M19945,10,0.2,48,2
5087,2024-02-05 15:40:00,L52266,10,0.2,45,1
5088,2024-02-05 15:50:00,M19947,10,0.2,49,1
5089,2024-02-05 16:00:00,L52268,10,0.2,48,1
5090,2024-02-05 16:10:00,M19949,10,0.2,47,2
5091,2024-02-05 16:20:00,M19950,10,0.2,49,0
5092,2024-02-05 16:30:00,L52271,10,0.2,49,2
5093,2024-02-05 16:40:00,M19952,10,0.2,48,0
5094,2024-02-05 16:50:00,M19953,10,0.2,48,1
5095,2024-02-05 17:00:00,M19954,10,0.2,46,1
5096,2024-02-05 17:10:00,M19955,10,0.2,46,1
5097,2024-02-05 17:20:00,H34510,10,0.2,49,0
5098,2024-02-05 17:30:00,L52277,10,0.2,50,0
5099,2024-02-05 17:40:00,L52278,10,0.2,50,2
5100,2024-02-05 17:50:00,L52279,10,0.2,46,2
5101,2024-02-05 18:00:00,M19960,10,0.2,47,2
5102,2024-02-05 18:10:00,M19961,10,0.2,45,1
5103,2024-02-05 18:20:00,M19962,10,0.2,49,2
5104,2024-02-05 18:30:00,L52283,10,0.2,45,1
5105,2024-02-05 18:40:00,L52284,10,0.2,46,0
5106,2024-02-05 18:50:00,L52285,10,0.2,48,1
5107,2024-02-05 19:00:00,L52286,10,0.2,49,1
5108,2024-02-05 19:10:00,L52287,10,0.2,46,1
5109,2024-02-05 19:20:00,L52288,10,0.2,47,0
5110,2024-02-05 19:30:00,M19969,10,0.2,49,0
5111,2024-02-05 19:40:00,M19970,10,0.2,49,2
5112,2024-02-05 19:50:00,L52291,10,0.2,50,2
5113,2024-02-05 20:00:00,M19972,10,0.2,48,2
5114,2024-02-05 20:10:00,L52293,10,0.2,49,0
5115,2024-02-05 20:20:00,M19974,10,0.2,48,0
5116,2024-02-05 20:30:00,M19975,10,0.2,46,0
5117,2024-02-05 20:40:00,L52296,10,0.2,47,0
5118,2024-02-05 20:50:00,L52297,10,0.2,47,0
5119,2024-02-05 21:00:00,M19978,10,0.2,49,1
5120,2024-02-05 21:10:00,L52299,10,0.2,49,2
5121,2024-02-05 21:20:00,M19980,10,0.2,46,1
5122,2024-02-05 21:30:00,L52301,10,0.2,50,2
5123,2024-02-05 21:40:00,H34536,10,0.2,50,1
5124,2024-02-05 21:50:00,M19983,10,0.2,50,0
5125,2024-02-05 22:00:00,M19984,10,0.2,48,2
5126,2024-02-05 22:10:00,M19985,10,0.2,50,1
5127,2024-02-05 22:20:00,L52306,10,0.2,47,2
5128,2024-02-05 22:30:00,M19987,10,0.2,48,0
5129,2024-02-05 22:40:00,L52308,10,0.2,46,0
5130,2024-02-05 22:50:00,M19989,10,0.2,47,2
5131,2024-02-05 23:00:00,L52310,10,0.2,47,2
5132,2024-02-05 23:10:00,L52311,10,0.2,45,0
5133,2024-02-05 23:20:00,L52312,10,0.2,46,0
5134,2024-02-05 23:30:00,L52313,10,0.2,46,0
5135,2024-02-05 23:40:00,L52314,10,0.2,45,1
5136,2024-02-05 23:50:00,L52315,10,0.2,48,2
5137,2024-02-06 00:00:00,L52316,10,0.2,50,0
5138,2024-02-06 00:10:00,L52317,10,0.2,50,2
5139,2024-02-06 00:20:00,M19998,10,0.2,50,1
5140,2024-02-06 00:30:00,M19999,10,0.2,50,1
5141,2024-02-06 00:40:00,M20000,10,0.2,50,0
5142,2024-02-06 00:50:00,L52321,10,0.2,3,2
5143,2024-02-06 01:00:00,L52322,10,0.2,46,1
5144,2024-02-06 01:10:00,M20003,10,0.2,48,2
5145,2024-02-06 01:20:00,L52324,10,0.2,47,2
5146,2024-02-06 01:30:00,L52325,10,0.2,50,0
5147,2024-02-06 01:40:00,L52326,10,0.2,45,1
5148,2024-02-06 01:50:00,L52327,10,0.2,48,1
5149,2024-02-06 02:00:00,L52328,10,0.2,48,1
5150,2024-02-06 02:10:00,L52329,10,0.2,48,2
5151,2024-02-06 02:20:00,L52330,10,0.2,45,1
5152,2024-02-06 02:30:00,L52331,10,0.2,47,1
5153,2024-02-06 02:40:00,L52332,10,0.2,50,2
5154,2024-02-06 02:50:00,L52333,10,0.2,48,1
5155,2024-02-06 03:00:00,L52334,10,0.2,45,1
5156,2024-02-06 03:10:00,H34569,10,0.2,46,2
5157,2024-02-06 03:20:00,L52336,10,0.2,45,1
5158,2024-02-06 03:30:00,H34571,10,0.2,45,0
5159,2024-02-06 03:40:00,L52338,10,0.2,45,2
5160,2024-02-06 03:50:00,L52339,10,0.2,48,1
5161,2024-02-06 04:00:00,L52340,10,0.2,45,0
5162,2024-02-06 04:10:00,M20021,10,0.2,46,2
5163,2024-02-06 04:20:00,L52342,10,0.2,48,1
5164,2024-02-06 04:30:00,M20023,10,0.2,46,2
5165,2024-02-06 04:40:00,M20024,10,0.2,49,0
5166,2024-02-06 04:50:00,L52345,10,0.2,45,2
5167,2024-02-06 05:00:00,H34580,10,0.2,50,1
5168,2024-02-06 05:10:00,L52347,10,0.2,50,0
5169,2024-02-06 05:20:00,H34582,10,0.2,48,2
5170,2024-02-06 05:30:00,L52349,10,0.2,50,1
5171,2024-02-06 05:40:00,M20030,10,0.2,48,1
5172,2024-02-06 05:50:00,M20031,10,0.2,45,0
5173,2024-02-06 06:00:00,L52352,10,0.2,47,0
5174,2024-02-06 06:10:00,M20033,10,0.2,47,2
5175,2024-02-06 06:20:00,M20034,10,0.2,46,1
5176,2024-02-06 06:30:00,L52355,10,0.2,45,0
5177,2024-02-06 06:40:00,M20036,10,0.2,50,1
5178,2024-02-06 06:50:00,H34591,10,0.2,45,2
5179,2024-02-06 07:00:00,H34592,10,0.2,49,0
5180,2024-02-06 07:10:00,M20039,10,0.2,47,2
5181,2024-02-06 07:20:00,L52360,10,0.2,50,2
5182,2024-02-06 07:30:00,L52361,10,0.2,47,0
5183,2024-02-06 07:40:00,L52362,10,0.2,45,2
5184,2024-02-06 07:50:00,M20043,10,0.2,50,1
5185,2024-02-06 08:00:00,L52364,10,0.2,46,0
5186,2024-02-06 08:10:00,L52365,10,0.2,45,1
5187,2024-02-06 08:20:00,L52366,10,0.2,46,2
5188,2024-02-06 08:30:00,L52367,10,0.2,50,0
5189,2024-02-06 08:40:00,L52368,10,0.2,47,1
5190,2024-02-06 08:50:00,M20049,10,0.2,49,1
5191,2024-02-06 09:00:00,L52370,10,0.2,48,1
5192,2024-02-06 09:10:00,L52371,10,0.2,47,1
5193,2024-02-06 09:20:00,L52372,10,0.2,46,1
5194,2024-02-06 09:30:00,H34607,10,0.2,45,2
5195,2024-02-06 09:40:00,M20054,10,0.2,50,2
5196,2024-02-06 09:50:00,L52375,10,0.2,47,2
5197,2024-02-06 10:00:00,H34610,10,0.2,49,2
5198,2024-02-06 10:10:00,H34611,10,0.2,50,2
5199,2024-02-06 10:20:00,L52378,10,0.2,46,2
